Código de Modalidad;Código de la infraestructura;Número de Agentes Educativos;Recursos para formación;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
COMUNITARIA - HCB FAMILIARES;CCF034-29-00245;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00558;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00378;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00246;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00567;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00239;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00568;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00569;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00566;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00571;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00241;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00204;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00657;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00200;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00201;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00202;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00196;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00211;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00203;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00210;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00207;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00197;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00198;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00555;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00349;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00195;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00206;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00208;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00209;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00343;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00353;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00554;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00556;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00251;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00342;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00325;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00536;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00350;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00354;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00355;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00351;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00535;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00331;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00332;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00335;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00340;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00334;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00329;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00336;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00330;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00341;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00321;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00327;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00326;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00328;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00323;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00324;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00338;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00337;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00578;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00590;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00589;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00574;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00227;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00339;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00236;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00572;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00226;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00575;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00573;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00579;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00587;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00586;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00585;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00223;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00583;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00581;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00597;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00258;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00606;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00250;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00605;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00582;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00172;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00163;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00598;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00599;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00592;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00600;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00541;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00542;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00537;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00157;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00166;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00169;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00550;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00158;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00552;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00167;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00549;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
COMUNITARIA - HCB FAMILIARES;CCF034-29-00544;1;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P2;34;COFREM;2018-09-24 16:07:05.527
INSTITUCIONAL - HOGARES INFANTILES;CCF002-10-001;9;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;2;COMFAMILIAR CAMACOL;2018-10-22 14:43:48.783
INSTITUCIONAL - HOGARES INFANTILES;CCF002-10-002;7;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;2;COMFAMILIAR CAMACOL;2018-10-22 14:43:48.783
INSTITUCIONAL - HOGARES INFANTILES;CCF002-10-003;8;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;2;COMFAMILIAR CAMACOL;2018-10-22 14:43:48.783
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;NA;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;26;COMFACUNDI;2018-10-22 14:50:46.900
COMUNITARIA - HCB FAMILIARES;CCF067-29-00049;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00050;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00051;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00052;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00055;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00043;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00044;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00045;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00046;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00047;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00048;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00037;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00038;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00039;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00040;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00041;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00042;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00030;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00031;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00032;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00033;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00035;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00036;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00024;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00025;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00026;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00027;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00028;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00029;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00018;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00019;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00020;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00021;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00022;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00023;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00012;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00013;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00014;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00015;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00016;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
COMUNITARIA - HCB FAMILIARES;CCF067-29-00017;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2018_C01_P3;67;COMFIAR Arauca;2018-10-23 08:00:16.557
