Identificación del programa;Código de Modalidad;Código de Convenios y/o contratos FONIÑEZ;Valor;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;13;COMFACA Comfamiliar Caqueta;2020-07-24 07:42:13.023
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;3544559900;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;15;COMFACESAR;2020-07-24 10:08:17.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;2996835485;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;15;COMFACESAR;2020-07-24 10:08:17.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;126099125;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;15;COMFACESAR;2020-07-24 10:08:17.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;673823540;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;15;COMFACESAR;2020-07-24 10:08:17.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;35;COMFAMILIAR Nariño;2020-07-24 10:50:32.887
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;-249914;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;32;COMFAMILIAR Huila;2020-07-24 11:01:19.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;1290037825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;32;COMFAMILIAR Huila;2020-07-24 11:01:19.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;1290037825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;32;COMFAMILIAR Huila;2020-07-24 11:01:19.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;-249914;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;32;COMFAMILIAR Huila;2020-07-24 11:01:19.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;10;COMFABOY;2020-07-24 11:28:53.090
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;10;COMFABOY;2020-07-24 11:28:53.090
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;10;COMFABOY;2020-07-24 11:28:53.090
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;10;COMFABOY;2020-07-24 11:28:53.090
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA - HCB FAMILIARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA - HCB FAMILIARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA - HCB FAMILIARES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA - HCB FAMILIARES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - FAMILIA, MUJER E INFANCIA - FAMI;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - FAMILIA, MUJER E INFANCIA - FAMI;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - FAMILIA, MUJER E INFANCIA - FAMI;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - FAMILIA, MUJER E INFANCIA - FAMI;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;8;COMFENALCO Cartagena;2020-07-24 14:17:59.557
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;39;CAJASAN;2020-07-24 15:16:36.027
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;46;CAFASUR;2020-07-24 15:32:45.960
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA  - HCB AGRUPADO;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;46;CAFASUR;2020-07-24 15:32:45.960
ATENCIÓN INTEGRAL A LA NIÑEZ;COMUNITARIA  - HCB AGRUPADO;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;46;CAFASUR;2020-07-24 15:32:45.960
